Time,Label,value
2017-03-14 10:04:00-04:00,ASPT,66.87
2017-03-14 10:06:00-04:00,ASPT,66.86
2017-03-14 10:08:00-04:00,ASPT,66.86
2017-03-14 10:10:00-04:00,ASPT,66.82
2017-03-14 10:12:00-04:00,ASPT,66.82
2017-03-14 10:14:00-04:00,ASPT,66.83
2017-03-14 10:16:00-04:00,ASPT,66.85
2017-03-14 10:18:00-04:00,ASPT,66.8
2017-03-14 10:20:00-04:00,ASPT,66.82
2017-03-14 10:22:00-04:00,ASPT,66.78
2017-03-14 10:24:00-04:00,ASPT,66.77
2017-03-14 10:26:00-04:00,ASPT,66.78
2017-03-14 10:28:00-04:00,ASPT,66.75
2017-03-14 10:30:00-04:00,ASPT,66.75
2017-03-14 10:32:00-04:00,ASPT,66.75
2017-03-14 10:34:00-04:00,ASPT,66.69
2017-03-14 10:36:00-04:00,ASPT,66.74
2017-03-14 10:38:00-04:00,ASPT,66.75
2017-03-14 10:40:00-04:00,ASPT,66.73
2017-03-14 10:42:00-04:00,ASPT,66.76
2017-03-14 10:44:00-04:00,ASPT,66.79
2017-03-14 10:46:00-04:00,ASPT,66.77
2017-03-14 10:48:00-04:00,ASPT,66.66
2017-03-14 10:50:00-04:00,ASPT,66.72
2017-03-14 10:52:00-04:00,ASPT,66.7
2017-03-14 10:54:00-04:00,ASPT,66.73
2017-03-14 10:56:00-04:00,ASPT,66.72
2017-03-14 10:58:00-04:00,ASPT,66.73
2017-03-14 11:00:00-04:00,ASPT,66.69
2017-03-14 11:02:00-04:00,ASPT,66.78
2017-03-14 11:04:00-04:00,ASPT,66.74
2017-03-14 11:06:00-04:00,ASPT,66.69
2017-03-14 11:08:00-04:00,ASPT,66.73
2017-03-14 11:10:00-04:00,ASPT,66.74
2017-03-14 11:12:00-04:00,ASPT,66.69
2017-03-14 11:14:00-04:00,ASPT,66.7
2017-03-14 11:16:00-04:00,ASPT,66.7
2017-03-14 11:18:00-04:00,ASPT,66.73
2017-03-14 11:20:00-04:00,ASPT,66.74
2017-03-14 11:22:00-04:00,ASPT,66.75
2017-03-14 11:24:00-04:00,ASPT,66.75
2017-03-14 11:26:00-04:00,ASPT,66.77
2017-03-14 11:28:00-04:00,ASPT,66.74
2017-03-14 11:30:00-04:00,ASPT,66.81
2017-03-14 11:32:00-04:00,ASPT,66.85
2017-03-14 11:34:00-04:00,ASPT,66.78
2017-03-14 11:36:00-04:00,ASPT,66.83
2017-03-14 11:38:00-04:00,ASPT,66.8
2017-03-14 11:40:00-04:00,ASPT,66.82
2017-03-14 11:42:00-04:00,ASPT,66.82
2017-03-14 11:44:00-04:00,ASPT,66.86
2017-03-14 11:46:00-04:00,ASPT,66.83
2017-03-14 11:48:00-04:00,ASPT,66.78
2017-03-14 11:50:00-04:00,ASPT,66.78
2017-03-14 11:52:00-04:00,ASPT,66.71
2017-03-14 11:54:00-04:00,ASPT,66.7
2017-03-14 11:56:00-04:00,ASPT,66.63
2017-03-14 11:58:00-04:00,ASPT,66.56
2017-03-14 12:00:00-04:00,ASPT,66.57
2017-03-14 12:02:00-04:00,ASPT,66.57
2017-03-14 12:04:00-04:00,ASPT,66.53
2017-03-14 12:06:00-04:00,ASPT,66.52
2017-03-14 12:08:00-04:00,ASPT,66.54
2017-03-14 12:10:00-04:00,ASPT,66.47
2017-03-14 12:12:00-04:00,ASPT,66.46
2017-03-14 12:14:00-04:00,ASPT,66.41
2017-03-14 12:16:00-04:00,ASPT,66.43
2017-03-14 12:18:00-04:00,ASPT,66.41
2017-03-14 12:20:00-04:00,ASPT,66.4
2017-03-14 12:22:00-04:00,ASPT,66.4
2017-03-14 12:24:00-04:00,ASPT,66.41
2017-03-14 12:26:00-04:00,ASPT,66.44
2017-03-14 12:28:00-04:00,ASPT,66.5
2017-03-14 12:30:00-04:00,ASPT,66.57
2017-03-14 12:32:00-04:00,ASPT,66.65
2017-03-14 12:34:00-04:00,ASPT,66.61
2017-03-14 12:36:00-04:00,ASPT,66.68
2017-03-14 12:38:00-04:00,ASPT,66.76
2017-03-14 12:40:00-04:00,ASPT,66.76
2017-03-14 12:42:00-04:00,ASPT,66.75
2017-03-14 12:44:00-04:00,ASPT,66.79
2017-03-14 12:46:00-04:00,ASPT,66.8
2017-03-14 12:48:00-04:00,ASPT,66.82
2017-03-14 12:50:00-04:00,ASPT,66.85
2017-03-14 12:52:00-04:00,ASPT,66.81
2017-03-14 12:54:00-04:00,ASPT,66.89
2017-03-14 12:56:00-04:00,ASPT,66.97
2017-03-14 12:58:00-04:00,ASPT,67.01
2017-03-14 13:00:00-04:00,ASPT,67.01
2017-03-14 13:02:00-04:00,ASPT,66.97
2017-03-14 13:04:00-04:00,ASPT,66.96
